"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,1,3,3,3,3,2,3,5,4,3,4,4,4,4,4,3,1,4,2,4,2,2,3,5,4,4,4,1,1,1,1,1,7,1,1,1,3.79834213951461,-1.22152207820513,2.83880267387143,1.67963222222159,6.10263484778172,6.49573935119811,7,1,1,1,1,4,5,4,5,4,4,4,4,5,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,5,5,4,4,3,4,4,4,4,3,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,2,3,3,4,4,4,3,3,3,2,4,2,3,4,3,4,4,1,3,1,3,1,3,3,4,4,3,4,1,1,4,4,5,4,3,1,1,-2.04654857340435,3.71328696183592,0.600018997570881,1.51424851744782,4.94782828726,4.24648743468447,7,2.89200991613508,5,1,1,4,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,3,4,3,3,4,3,4,2,4,5,5,3,4,4,5,4,5,4,1,3,1,2,"3",NA,"3","3",NA,NA,"3","3",NA,"2","3","3","1"
3,4,4,3,4,2.00231654706907,3,4,3,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,2,3,3,3,3,4,4,4,3,1,4,2,4,2,4,3,3,3,3,3,1,1,4,4,1,5,1,1,1,0.48216261606082,1,1,1,4,5,9.51114208365152,4.00955355750005,1,1,1,4,5,3,3,5,3,5,4,5,4,6,5,4,5,4,6,3,4,4,3,2,3,2,3,4,3,5,5,5,4,5,3,5,3,1,1,2,2,"3",NA,"3","3",NA,NA,"3","3","3","2",NA,NA,NA
4,4,5,5,2,5,3,3,3,4,5,5,5,5,5,3,5,5,5,1,5,5,5,3,3,3,5,5,5,5,2,3,5,3,5,5,5,5,5,5,2,2,5,2,5,2,5,4,5,3,4,3,1,1,5,4,6,5,7,1,4,1,7,1,7,7,7,6,7,5,1,1,4,2,4,2,2,4,4,5,4,2,6,6,5,2,4,6,4,4,4,4,1,1,1,3,2,5,6,7,3,7,3,5,4,2,4,2,1,1,NA,"3",NA,"3","3","3","3","3",NA,NA,"3","3","1"
4,4,4,4,4,5,4,4,4,4,4,5,3,4,2,4,4,4,3,3,4,3,5,5,4,3,4,5,3,4,4,3,5,4,4,4,2,5,4,5,3,1,4,3,5,4,2,5,4,3,3,3,2,1,5,2,5,6,5,2,6,-2.07031954797439,5.40998862959034,5.10301400176213,1.13904939598192,-0.000341636587913641,0.593656021431334,7,3.06933859779838,5,1,1,4,3,6,4,5,4,4,2,5,5,5,6,5,4,4,5,3,3,2,3,2,3,2,5,3,2,6,4,5,3,7,2,6,3,2,3,2,2,"3","3","3","3",NA,"3","3","3","1","3","3","3","1"
4,4,3,4,4,4,2,4,4,5.34556699511911,4,5,5,4,3,4,4,4,3,3,4,4,5,4,4,3,4,4,4,5,4,4,5,3,4,2,3,3,3,3,2,1,4,4,5,2,3.05048608510257,3,2,4,4,3,1,1,1,1,1,5,1,1,1,1,2,1,4,3,7.05689696860667,7,1,5,1,1,4,4,6,4,2,3,2,4,5,5,5,4,5,4,5,2,3,3,5,3,3,2,2,5,2,4,5,6,4,4,5,5,4,3,2,2,2,2,"3","3",NA,"3","1","3","3",NA,"3","2","3",NA,NA
4,5,3.20657004078736,4.29245283002343,4.36554908769173,3,3,5.0822259774039,4.80438811882225,3.19402259773389,3.90650499248181,3,3.86960698398704,3.67351828885905,5.42031206979826,3,3.2816065471458,4.40761762980522,5,3,5.86038825545358,5,4.32365340826686,4.69410960068938,3,3,4.18152255828013,5.60781773299492,5.04514812462725,4.2333553443988,3,4.941769332856,6.00999579040193,4,5,3,5,4.4008718375925,4,3.63774031582841,5,1,2.57984022279149,3,3.3622410023639,1,3,5,5.49149836816605,2,1,1,1,4,7,4,4,7,1,4,4,5.15367831332698,4.37087669375171,6.79497548932091,4.2953524278095,6.42500841405193,6.93496027015592,2.9861461551737,1,4,1,1,1,1,1,1,7,1,1,1,7,7,7,7,7,7,7,7,4,4,3,2,2,2,2,4,2,3,4,4,4,3,5,4,4,4,1,4,1,2,"3","3","3","3","3","3","3","3","1","3","3","3","2"
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,2,3,3,3,3,3,3,4,3,3,4,5,1,1,2,5,4,1,1,5,4.65430350715634,1.90573978247097,2.41981534464577,5.34561474906773,2.97466966789755,4.69270138718775,8.73791248352233,2.2608192125161,5,1,1,3,3,3,4,4,3,3,4,5,5,6,5,6,5,5,6,4,4,4,4,3,2,3,2,5,2,6,6,6,6,6,4,3,4,1,3,2,2,"3","2","3","3","3","2","3","3","1","2","2","3","2"
4,4,2,4,4,3,4,4,4,4,5,5,4,5,4,2,3,4,4,4,5,4,5,5,5,4,3,5,2,5,2,2,4,5,5,3,5,4,4,3,4,2,5,1,4,1,4,2,1,2,2,2,3,3,1,3,4,3,2,7,3,1,3,6,1,6,3,7,3,2,7,1,3,2,3,3,3,3,6,3,6,6,6,6,6,5,3,4,3,4,4,3,2,2,3,3,2,5,3,5,6,5,3,6,5,3,2,3,2,2,"1","2","1","1","3","3","3","3","1","3","2","3","1"
3,4,3,4,3,4,3,4,3,3,4,4,4,2,3,4,4,3,3,2,2,4,4,3,3,1,3,4,3,4,4,4,2,3,3,4,3,4,4,4,4,1,4,2,4,2,3,2,4,4,4,2,5,1,2,1,6,6,5,7,2,5,6.50679434170512,5,3.85430225582739,5,3,7,2.10358456455134,6,1,1,3,4,3,3,6,3,2,4,4,4,5,5,5,4,5,6,3,4,3,4,2,2,2,2,2,5,2,4,4,6,2,6,3,2,2,2,1,2,"2","2","2","2","2","2","2","2","2","3","2","2","1"
4,4,4,3,3,5,1,3,2,3,2,4,3,4,4,4,3,4,4,5,4,4,4,2,4,1,3,5,4,5,4,3,5,3,4,4,3,3,4,5,2,1,4,1,5,2,3,3,4,3,1,2,1,1,6,1,4,6,2,1,5,2,1,1,1,6,7,3.04496837813746,-7.43640524777259,1,1,7,3,5,3,3,4,3,3,4,6,5,6,5,6,4,5,6,1,4,4,3,2,5,4,2,4,2,4,2,7,6,5,5,7,4,1,4,1,2,"3","2","3","3","3","2",NA,"3",NA,"2","2","3","1"
5,3,4,4,5,3,4,4,4,4,5,4,4,5,4,4,4,3,3,4,5,4,3,4,5,5,3,5,4,5,4,4,3,4,3,3,3,3,4,5,5,4,4,1,5,2,5,3,3,3,4,4,3,1,1,1,4,1,1,1,1,1,1,1,1,6,4,7,3,1,7,1,5,4,5,3,4,3,5,5,6,5,6,5,5,6,4,5,4,5,4,5,3,3,2,6,5,5,4,5,4,7,5,4,3,3,3,2,3,2,"3","2","3","2","2","2","3","3","1","3","2","3","2"
3,5,4,5,4,4,3,4,3,4,3,5,3,3,4,3,5,2,4,5,4,4,4,4,4,2,4,5,4,4,4,4,4,3,3,3,2,4,2,3,3,1,4,1,5,1,2,2,4,2,2,2,1,1,2,4,2,5,1,4,3,2,2,2,3,2,3,7,-1.62282584349065,4,1,1,6,2,6,3,5,5,2,4,6,4,6,6,6,6,4,4,3,3,2,3,3,3,2,2,4,7,2,5,4,4,3,3,4,4,1,3,1,2,"3","3","3","3","3","3","3","3","1","2","3","3","1"
3,4,4,5,4,2,2,3,4,3,3,5,3,2,4,3,4,5,4,3,4,3,3,3,3,3,4,5,3,4,3,3,2,4,4,2,2,5,2,4,4,1,3,1,4,2,2,4,5,3,3,3,4,1,1,2,4,6,2,4,2,5,1,1,1,6,2,7,-2.82940701402085,6,1,1,4,1,4,3,5,4,4,5,3,3,7,3,4,3,1,5,3,3,3,4,3,3,3,2,2,4,5,4,6,5,4,5,6,3,2,2,2,3,"3","3","3","3","3","2","3","3","1","2","3","3","2"
3,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,5,4,3,5,4,5,4,4,2,4,5,4,4,4,3,3,3,4,2,3,3,4,4,4,1,4,3,4,2,2,3,4,2,3,3,1,4,4,4,6,5,4,1,1,5,4,1,1,5,4,9.84616272482265,-1.82682127943503,6,1,1,5,1,5,2,4,3,2,2,6,5,6,5,5,5,5,6,3,4,4,3,2,2,3,3,3,4,5,5,5,4,5,4,6,3,2,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
2,4,2,4,2,2,2,4,2,3,2,2,3,3,4,5,4,4,4,4,2,2,2,2,4,4,3,4,3,3,2,1,5.63510693608,1,2,2,4,1,2,5,2,1,2,1,4,1,3,2,5,3,3,2,3,1,1,5,1,2,1,1,1,1,6,2,2,6,7,7,1,5,1,1,1,5,2,5,7,1,6,1,3,3,2,3,2,2,5,3,3,5,5,2,2,2,2,3,3,2,5,5,5,4,7,3,2,4,1,1,1,1,"3","3","3","3",NA,"3","3","3","3","3","3","3",NA
4,5,5,5,4,5,4,5,4,4,5,4,5,2.79068705337194,4,4,4,4,5,3,5,4,4,3,5,2,5,5,4,4,4,3,2,3,3,3,3,5,3,4,2,2.93349600669272,4,1,4,2,3,3,4,1,2,2,1,1,5,3,4,2,1,1,1,4,3,1,1,7,1,7,7.31877215828437,4,1,1,4,2,4,3,4,3,2,2,6,5,7,6,6,6,5,6,3,4,4,3,2,3,2,2,5,2,7,6,5,5,5,3,3,4,2,3,2,3,"3","3","3","3","3","3","3","3","1","2","3","3","1"
5,5,4,4,4,4,4,5,3,3,3,2,4,3,4,3,3,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,5,4,5,4,1,5,3,4,1,2,4,1,1,2,1,4,1,1,1,1,1,1,4,7,3.91791721763701,6.70511162821812,3.79644745311922,7,4.19455929805581,7,7,10.5287816407369,5.28911465469138,1,1,4,2,4,3,4,4,4,4,6,4,5,5,5,4,4,5,4,4,4,4,2,2,2,1,1,3,6,5,7,6,4,5,3,2,3,2,3,3,NA,NA,"3",NA,NA,"3","3","3","1",NA,"3","3","3"
2,4,4,4,4,3,3,4,3,3,4,3,4,3,4,2,4,4,3,3,4,3,3,3,2,2,4,4,4,4,2,3,2,2,3,3,4,4,3,4,3,1,4,2,4,2,3,4,4,3,3,2,1,1,1,1,2,3,1,1,1,1,1,1,5,6,4,1,4,2,1,1,5,4,6,5,4,4,2,5,1,4,4,5,2,4,1,3,3,2,4,3,3,3,3,4,4,6,1,5,2,4,1,6,2,2,2,2,2,3,"3",NA,"3","3",NA,"2","3","3","1","2","2","3","1"
5,4,5,5,3,4.71846019380174,3,3,4,3,3,5,4,4,4,2,4,5,4,5,4,4,4,5,5,1,4,4,4,5,2,5,2,4,4,2,4,5,2,4,4,2,4,2,5,2,4,3,5,3,3,3,1,1,1,1,1,5,1,2,1,4.37283669446626,1.28943432399924,6.40984755780554,1.27542556493216,8.1427301732482,1.88711119015448,7,-7.42965507586098,2,7,7,5,2,5,4,5,4,4,5,1,2,5,4,2,3,1,6,2,4,4,4,3,4,3,4,3,5,3,4,5,5,2,5,5,2,3,2,3,3,"3","2","3","3","3","2","3","3","2","2","2",NA,"1"
3,2,4,5,5,3,5,5,4,4,4,4,4,5,4,4,5,4,2,4,5,4,5,4,4,5,4,5,4,5,3,5,4,4,4,2,3,4,4,4,4,3,4,2,4,3,5,4,4,2,1,1,1,1,4,3,5,5,1,1,2,3,2,6,2,6,5,6,-1.39866733048178,2,1,1,5,5,4,5,5,4,3,2,7,5,6,6,5,6,5,6,4,4,3,4,2,3,2,2,2,5,6,3,6,6,5,6,6,3,2,3,2,2,"2","3","3","3","3","3","3","3","1","2","3","3","2"
2,1,5,4,4,4,3,4,3,4,4,5,4,5,3,4,5,5,4,3,4,4,4,5,2,4,4,5,4,5,4,4,4,3,5,4,4,5,5,4,4,1,4,3,4,2,1,3,1,2,2,2,5,1,4,4,5,5,2,7,4,3,5,1,1,6,1,5,11.8882537196008,2,1,1,4,2,6,6,6,5,3,3,7,6,4,6,5,5,6,4,4,4,4,4,2,2,2,5,3,4,5,3,2,5,5,5,3,3,2,2,2,3,"3","2","3","3","2","3","3","3","1","2",NA,"3","1"
3,4,3,3,4,4,3,2,4,3,4,4,4,4,4,4,3,4,3,3,5,2,4,4,4,3,4,4,3,4,3,3,3,3,4,2,2,5,4,4,2,1,3,2,3,2,2,2,2,3,3,3,5,2,2,2,4,3,2,4,3,5,5,3,3,4.51477431918288,2,6,7.48159506864665,2,1,1,4,4,5,5,3,4,2,5,4,4,5,5,5,3,3,5,3,3,4,3,2,3,2,2,3,3,6,3,6,4,5,2,6,3,2,3,2,2,NA,"2","3","3","3","2","3","3",NA,"2",NA,"3","3"
4,5,4,5,4,5,5,4,4,5,5,4,4,5,4,4,4,4,4,3,5,4,4,3,4,5,4,4,4,5,3,4,4,3,4,3,4,5,4,4,4,3,4,4,4,3,2,3,4,4,2,2,1,1,1,1,1,1,1,4,4,4.50846937934673,2.9049951640088,4.78816270397134,6.20837116407086,6.32711037666614,6.90682874652703,1,-1.99602912547543,1,1,1,2,2,3,2,4,2,3,2,5,5,5,5,5,5,4,6,3,4,4,4,2,3,2,4,4,4,4,6,4,5,4,5,2,3,2,2,3,3,"3","3","3","3","3",NA,"3","3","1","2","2","3","1"
4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,5,5,4,3,4,3,4,4,5,4,2,4,3,3,4,3,4,4,3,3,3,1.30510059534818,4,3,3,3,3,3,5.34545011420868,1,3,3,3,1,1,1,3,1,2,1,3,2,2,2,2,6,4,7,5.48767773957337,3,1,1,2,1,3,2,6,2,2,4,5,6,6,6,6,6,6,4,4,4,4,3,2,2,2,4,3,4,3,5,4,4,4,5,3,2,2,2,3,3,"3",NA,"3","3","3","3","3","3",NA,"3","3","3","3"
4,5,4,4,4,5,4,5,4,5,5,5,4,4,5,5,5,5,3,4,5,3,5,4,4,4,4,5,5,5,4,3,5,4,4,3,4,5,3,5,2,1,4,3,5,1,4,3,4,3,3,2,1,1,1,4,2,2,1,2,4,2.67810397075114,4.27259854023598,1.51270656216688,4.78472570036674,5.25321017864245,7.84538697206612,7,2.95059702000732,6,1,1,1,2,5,2,3,1,1,3,6,6,6,5,6,6,7,6,4,4,4,5,1,1,1,1,4,1,7,3,7,6,5,1,7,4,1,4,2,2,"3","2","3","3","3","3","3","3","2","3","3","3","1"
3,5,4,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,5,4,5,3,4,4,4,5,4,4,3,4,3,4,5,4,5,5,4,5,3,1,4,3,5,4,3,3,4,2,2,2,4,1,2,4,5,5,6,4,4,7,2,3,5,7,1,7,7,5,1,1,2,3,4,2,4,2,3,2,6,6,5,5,6,4,5,5,3,4,4,3,2,2,2,5,3,5,5,5,5,5,5,5,3,2,2,2,2,4,"3","3","3","3","3","3","3","3","1","2","2","3","1"
3,4,3,4,2,2,3,3,4,4,3,5,4,4,4,3,3,4,3,4,4,3,5,4,4,4,4,4,3,4,3,3,3,3,4,3,2,3,1,4,2,0.117508722798161,4,2,5,2,2,4,4,2,2,2,1,1,2,1,1,1,5,1,1,5.45131634330705,8.59156982693369,0.622375322295885,3.05664316172483,5.60964007399657,4.69500921440204,6.27984755398239,2.25913938519495,5,1,1,5,4,5,4,5,5,4,3,3,4,4,4,4,4,2,4,3,4,3,4,3,4,3,3,3,5,6,2,5,5,4,4,6,4,1,2,2,3,"3","3","3","3","2","3","3","3","1","2","3","3","2"
4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,3,3,3,5,4,4,2,1,3,1,4,1,1,3,4,3,3,3,5,1,3,3,2,4,3,1,4,0.730610587311701,1.43418205400486,1.00475060934812,4.43091197547254,6.96244635280076,6.96511278932037,7,8.59093522467333,5,1,1,3,2,3,3,6,2,2,4,6,6,6,6,5,6,5,6,2,3,4,2,2,2,2,2,2,2,5,3,5,3,5,2,6,4,1,4,2,1,NA,NA,"3","3","3","3","3","3","3","3","3","3","1"
5,5,5,4,4,4,4,5,4,5,4,2,4,2,4,4,3,4,5,2,5,4,4,3.77916148221862,4,2,4,5,5,4,2,2,2,4,5,2,2,5,4,5,2,1,4,1,5,2,5,1,2,3,3,3,5,1,2,1,5,1,1,4,4,1,4.3979258491638,1,1,5,1,5,8.48442191037556,1,7,1,1,5,1,3,6,3,1,4,6,6,6,5,6,6,6,6,2,4,4,4,3,2,2,1,2,3,6,5,5,5,6,3,5,3,1,3,1,2,"1","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,2,3,4,4,1,1,1,4,3,3,3,3,3,3,3,5,2,5,5,4,6,6,3,5,4,1,1,3,3,3,3,6,3,3,3,6,5,6,5,6,5,3,6,4,4,4,4,2,2,2,5,3,5,5,5,3,5,5,5,3,2,3,2,3,3,"3","3","3","3","3","3","3","3","3","3","3","3","1"
5,1,5,5,3,5,4,5,5,5,5,5,3,5,4,3,5,5,5,3,5,4,5,5,4,3,5,5,5,5,3,3,2,3,4,2,2,4,1,5,1,5,4,3,5,1,1,3,2,1,1,1,2,1,3,4,5,2,2,1,5,2,5,1,1,5,1,1,2,2,1,1,1,1,5,1,4,1,1,1,7,7,7,7,7,7,7,7,4,3,4,3,1,1,3,3,2,6,7,3,5,5,2,4,5,4,1,4,1,1,"3",NA,"3","3","3","3","3","3","3","3","3","3","1"
4,2,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,3,4,4,4,4,4,4,4,5,4,4,3,3,5,3,4,3,3,4,4,1,5,3,5,3,5,4,4,2,1,2,4,4,4,2,4,4,1,1,7,5,4,5,4,7,4,5.50075409215624,-0.624908157008116,4,1,1,5,4,5,3,5,4,3,3,4,6,5,5,5,4,4,5,4,4,3,3,3,2,2,4,3,5,5,5,4,5,5,5,3,3,2,3,2,3,"2","3","3","3","2","2","3","3","3","2","3","2","1"
4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,4,4,5,4,5,4,1,5,3,5,1,1,4,5,2,2,1,1,4,5,5,4,1,1,1,1,7,1,6,4,7,5,7,1,6,1,1,3,4,3,4,4,3,4,4,5,5,7,6,7,4,5,6,4,5,5,4,1,1,1,3,2,4,5,4,3,5,4,4,5,3,2,3,2,3,"3",NA,"3","3","3","2","3","3","1",NA,"2","3","2"
4,5,4,4,4,4,5,5,4,3,4,5,4,5,5,4,3,4,5,4,4,3,5,4,4,4,4,5,4,4,3,4,2,2,4,2,3,4,3,4,3,1,3,2,3,1,2,3,5,4,3,2,1,1,2,2,4,2,1,1,3,4,4,2,2,5,2,7,10.6380804624589,3,1,1,3,2,3,3,4,4,4,3,5,5,6,5,5,4,6,6,3,4,3,2,3,3,3,3,2,2,7,4,3,5,6,2,6,3,2,3,2,2,"3","3","3","3","2","3","3","3","1","2","3","3","1"
5,5,4,5,5,4,1,4,4,3,5,5,4,5,4,2,4,5,4,5,5,5,4,5,3,2,4,4,3,3,1,5,1,5,4,1,4,5,1,1,4,4,3,1,5,1,1,2,5,2,2,2,4,1,2,1,6,5,2,1,7,7.86645830592253,0.267035622535032,8.14510314944128,7.83959126394274,4.38826048744628,4.24965837831881,7,-1.99613683436725,2,1,1,6,2,6,7,6,2,6,6,2,2,6,2,2,2,2,2,3,2,4,4,2,2,2,3,1,3,2,6,6,6,2,6,2,3,1,3,1,1,"3","3","3","3","3","3","3","3","1","2","3","3","2"
4,4,4,4,4,4,3,4,3,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,5,4,3,5,2,4,4,4,3,4,4,2,2,4,2,5,2,2,3,2,3,2,2,6,2,2,5,3,3,3,3,2,3.8639464256064,3.86643026331658,3.27500815413824,5.48505861962059,4.58639773922659,6.47992903016013,7,6,5,1,1,3,1,7,3,1,2,1,2,6,5,4,6,7,5,6,7,4,2,4,3,3,2,2,2,5,5,6,5,5,6,6,2,4,3,2,2,1,3,"3","3","3","3","3","3","3","3","1","3",NA,"3","1"
5,5,4,5,5,4,5,5,4,5,5,4,4,4,4,4,5,4,5,4,5,4,4,5,4,3,4,5,4,5,2,3,5,3,4,3,4,5,4,4,3,1,4,4,5,2,3,4,4,3,2,4,4,3,5,4,5,4,5,4,4,-2.13618963869219,0.22502503791616,1.75163756106282,7.44545743010394,1.23537544038094,6.4695128066856,7,6,5,1,1,2,2,3,2,2,2,2,1,6,6,6,6,6,5,5,7,4,3,3,3,4,2,2,2,2,5,2,5,5,5,3,6,3,3,2,2,2,2,"3","3","3","3","3","3","3","3","1","2","3","3","1"
4,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,2,5,5,4,5,3,4,5,3,4,4,4,4,4,4,4,1,3,2,5,1,2,2,5,2,2,2,1,1,4,2,1,5,6,1,1,7,1,1,7,7,7,7,7,1,1,1,4,4,5,2,7,4,4,4,6,6,6,6,6,4,4,4,4,4,4,3,2,2,5,2,5,2,6,5,3,5,6,5,1,3,2,3,3,3,"3","3","1","3","3","3","3","3","1","3","3","3","1"
4,1,5,5,5,5,3,3,5,5,4,5,5,5,5,3,5,5,4,4,4,3,5,4,3,5,5,5,5,5,4,5,3,2,3,3,4,5,5,4,3,2,5,3,5,3,4,3,5,4,3,2,3,3,4,2,3,5,2,4,2,4,1,1,6,4,4,7,-0.293655458936608,2,1,1,2,1,5,2,3,5,1,2,4,5,5,5,5,5,4,4,3,3,3,3,2,3,3,4,4,4,5,5,3,4,4,5,4,2,2,2,3,4,"3","2","3","3","3","3","3","3","1","2","2","3","1"
5,5,5,5,5,4,3,4,4,3,3,4,3,3,4,3,3,4,4,3,5,4,4,4,3,4,4,5,5,5,3,3,4,4,4,3,3,4,3,3,3,1,3,2,4,2,2,3,4,2,1,1,1,1,3,3,4,5,1,1,1,3.69304435143201,3.98847079700952,5.80188400535712,1.06164488573307,7.80819639065675,4.15270796257567,7,-5.57498892287119,4,1,1,4,4,5,4,5,4,3,4,4,4,5,4,4,4,4,4,2,2,4,2,3,3,3,4,5,3,5,3,3,3,5,3,6,3,2,3,1,2,"3","3","3","3","3","3","3","3","3","2","3","3","2"
4,5,4,5,4,5,4,5,5,4,5,5,4,4,5,3,4,4,5,4,3,4,4,4,4,3,4,5,5,4,3,4,1,3,3,3,2,4,3,3,2,1,4,2,4,2,4,2,5,2,2,3,4,1,2,1,2,3,4,7,4,1,1,4,1,5,1,6,7.02404504180174,6,1,1,5,2,4,3,4,2,3,4,5,5,6,4,5,4,4,7,2,3,4,3,4,2,3,2,2,4,6,3,4,6,3,5,6,3,2,3,1,3,"3","2","3","3","2","2","3","3","1",NA,"3","3",NA
5,4,5,5,4,5,5,3,4,5,4,4,4,4,5,3,4,5,4,4,5,4,5,5,5,4,4,5,4,4,2,4,4,4,5,5,4,5,5,4,4,1,5,3,5,2,4,4,4,4,3,3,4,2,5,4,5,5,2,1,4,5,6,2,4,5,6,8.32608853581079,13.7832528234077,5,7,7,3,2,4,6,4,4,3,4,3,5,5,5,4,5,4,5,4,4,4,4,2,2,2,4,2,3,6,5,6,5,5,6,6,4,2,3,1,2,"2","2","3","3","2","3","3","3","3","2","3","3","3"
3,4,5,4,5,5,5,4,4,5,5,5,5,5,4,4,5,4,3,4,4,4,5,4,4,4,5,5,4,5,4,5,5,5,4,3,3,4,3,4,3,2,5,2,4,2,3,5,5,3,3,4,2,1,2,4,3,3,1,7,1,3,2,5,6,6,7,7,1,3,1,1,4,3,3,4,5,3,2,3,6,6,6,5,6,5,4,5,4,4,3,4,2,2,2,5,3,4,5,4,4,5,5,5,4,3,2,3,2,2,"3","3","3","3","3","3","3","3","3","3","3","3","3"
3,5,5,5,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,4,4,5,4,5,3,4,4,3,4,3,3,4,4,3,3,3,5,3,5,3,3,4,4,4,4,4,1,1,3,1,4,4,4,4,1,0.515643854756261,-0.783744704337682,1,5.94825894416243,4,4,4.94594367288375,3.98629451166134,3.1996592591368,1,1,2,2,4,4,4,2,4,4,6,5,5,4,6,4,4,6,3,3,3,3,3,1,3,4,4,4,5,4,4,4,4,4,4,3,2,3,1,1,"3","3","3","3","3","3","3","3","1","3","3","3","1"
2,5,3,3,4,5,2,4,5,4,4,3,2,5,4,2,2,3,2,3,4,4,4,4,5,2,5,3,2,2,1,4,1,2,4,2,2,4,1,4,4,1,2,2,4,1,2,1,4,4,4,4,2,1,2,2,2,2,1,4,1,2,2,2,2,6,2,1,5,2,1,1,4,2,4,5,5,4,3,4,2,4,3,1,2,3,3,5,2,3,4,2,4,4,2,2,5,3,6,3,5,2,5,5,7,2,3,3,2,2,"3",NA,"3","1","1","3","3","3",NA,NA,"3","3","2"
4,3,4,4,4,4,4,5,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,5,4,5,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,3,4,4,4,4,5,4,5,4,2,4,4,4,5,2,4,5,4,4,5,4,1,1,3,4,5,4,4,4,4,3,5,4,6,5,5,4,5,6,4,4,4,4,2,2,2,4,4,4,4,5,4,4,4,5,3,2,3,2,3,3,"3","2","2","3","2","2","3","3","3","2","3","3","3"
